org_id,entity_name,printable_name,status_flag,currency,currency_pattern,float_pattern,group_separator,group_size,decimal_char,language,country,time_zone,org_type,created_time,created_by,modified_time,modified_by,sys_flags,path,years_in_business,industry_val_num,annual_rev_vid,emp_count_vid,oca,parent_org_id,master_org_id
ORG_00004KBC,Avon,Unknown,A,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,S,2003-04-24 21:17:02,USER_00004IV5,2003-04-24 21:28:30,USER_00004IV5,0,ORG_00000001.ORG_00004IFH.ORG_00004IFK.ORG_00004KBC,0.0,0.0,0.0,0.0,1,ORG_00004IFK,ORG_00004IFH
ORG_00004KBD,Glenview,Unknown,A,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,S,2003-04-24 21:17:28,USER_00004IV5,2003-04-24 21:29:34,USER_00004IV5,0,ORG_00000001.ORG_00004IFH.ORG_00004IFK.ORG_00004KBD,0.0,0.0,0.0,0.0,1,ORG_00004IFK,ORG_00004IFH
ORG_00004KE1,RedLobster,Red Lobster,I,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,S,2003-04-29 01:22:45,USER_00004K1T,2003-04-29 01:31:27,USER_00004K1T,0,ORG_00000001.ORG_00004IFH.ORG_00004KE1,0.0,0.0,0.0,0.0,3,ORG_00004IFH,ORG_00004IFH
ORG_00004KE2,NorthLawrence,North Lawrence,A,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,S,2003-05-01 03:58:56,USER_00004K1T,2003-05-01 03:59:42,USER_00004K1T,0,ORG_00000001.ORG_00004IFH.ORG_00004IFK.ORG_00004KE2,0.0,0.0,0.0,0.0,1,ORG_00004IFK,ORG_00004IFH
ORG_00004KE3,Walton,Walton,A,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,S,2003-05-01 04:02:50,USER_00004K1T,2003-05-01 04:03:23,USER_00004K1T,0,ORG_00000001.ORG_00004IFH.ORG_00004IFK.ORG_00004KE3,0.0,0.0,0.0,0.0,1,ORG_00004IFK,ORG_00004IFH
ORG_00004KE4,Fresno,Unknown,A,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,S,2003-05-01 04:07:06,USER_00004K1T,2003-05-01 04:07:47,USER_00004K1T,0,ORG_00000001.ORG_00004IFH.ORG_00004IFK.ORG_00004KE4,0.0,0.0,0.0,0.0,1,ORG_00004IFK,ORG_00004IFH
ORG_00004KE5,Ryebrook,Ryebrook,A,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,S,2003-05-01 04:10:57,USER_00004K1T,2003-05-01 04:11:43,USER_00004K1T,0,ORG_00000001.ORG_00004IFH.ORG_00004IFK.ORG_00004KE5,0.0,0.0,0.0,0.0,1,ORG_00004IFK,ORG_00004IFH
ORG_00004KE6,Fullerton,Fullerton,A,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,S,2003-05-01 04:13:36,USER_00004K1T,2003-05-01 04:14:07,USER_00004K1T,0,ORG_00000001.ORG_00004IFH.ORG_00004IFK.ORG_00004KE6,0.0,0.0,0.0,0.0,1,ORG_00004IFK,ORG_00004IFH
ORG_00004KE7,AllentownDC,Allentown,A,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,S,2003-05-01 04:15:58,USER_00004K1T,2003-05-01 04:16:31,USER_00004K1T,0,ORG_00000001.ORG_00004IFH.ORG_00004IFK.ORG_00004KE7,0.0,0.0,0.0,0.0,1,ORG_00004IFK,ORG_00004IFH
ORG_00004KE8,Kendalville,Kendalville,A,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,S,2003-05-01 04:17:59,USER_00004K1T,2003-05-01 04:18:36,USER_00004K1T,0,ORG_00000001.ORG_00004IFH.ORG_00004IFK.ORG_00004KE8,0.0,0.0,0.0,0.0,1,ORG_00004IFK,ORG_00004IFH
ORG_00004KE9,RiversideZC,Riverside: Centralized Cluster,I,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,S,2003-05-05 01:26:55,USER_00004K1T,2006-01-06 00:11:59,USER_00004Q9N,0,ORG_00000001.ORG_00004IFI.ORG_00004KE9,0.0,0.0,0.0,0.0,3,ORG_00004IFI,ORG_00004IFI
ORG_00004KEA,DesMoinesZC,Des Moines: Centralized Cluster,A,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,S,2003-05-05 01:35:01,USER_00004K1T,2006-01-05 00:03:12,USER_00004Q9N,0,ORG_00000001.ORG_00004IFI.ORG_00004KEA,0.0,0.0,0.0,0.0,3,ORG_00004IFI,ORG_00004IFI
ORG_00004KEB,Jacksonville,Second Harvest North Florida,I,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,S,2003-05-05 01:40:34,USER_00004K1T,2008-03-28 15:28:45,USER_00004SE9,0,ORG_00000001.ORG_00004IFI.ORG_00004KEB,0.0,0.0,0.0,0.0,4,ORG_00004IFI,ORG_00004IFI
ORG_00004KEC,Maplewood,Maplewood,A,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,S,2003-05-05 20:18:14,USER_00004K1T,2006-01-05 23:09:27,USER_00004Q9N,0,ORG_00000001.ORG_00004IFI.ORG_00004KEC,0.0,0.0,0.0,0.0,4,ORG_00004IFI,ORG_00004IFI
ORG_00004KED,Chattanooga,Chattanooga,A,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,S,2003-05-06 03:40:46,USER_00004K1T,2006-01-04 22:59:36,USER_00004Q9N,0,ORG_00000001.ORG_00004IFI.ORG_00004KED,0.0,0.0,0.0,0.0,3,ORG_00004IFI,ORG_00004IFI
ORG_00004KEE,ChattanoogaZD,Unknown,A,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,S,2003-05-06 03:45:41,USER_00004K1T,2006-01-04 23:00:53,USER_00004Q9N,0,ORG_00000001.ORG_00004IFI.ORG_00004KEE,0.0,0.0,0.0,0.0,3,ORG_00004IFI,ORG_00004IFI
ORG_00000001,DEFAULT,Defa org,A,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,D,2001-01-01 00:00:00,USER_00000001,2009-05-29 16:30:15,USER_00000001,1,ORG_00000001,0.0,0.0,0.0,0.0,7,Unknown,ORG_00000001
ORG_000002E5,AcmeServices,Unknown,A,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,M,2001-08-23 00:10:03,USER_00000001,2001-08-23 00:50:46,USER_00000001,0,ORG_00000001.ORG_000002E5,0.0,0.0,0.0,0.0,18,ORG_00000001,ORG_000002E5
ORG_000002E6,McDougals,Unknown,A,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,M,2001-08-23 00:14:20,USER_00000001,2001-08-23 01:14:50,USER_00000001,0,ORG_00000001.ORG_000002E6,0.0,0.0,0.0,0.0,21,ORG_00000001,ORG_000002E6
ORG_000002E7,WesternOil,Unknown,A,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,M,2001-08-23 00:15:53,USER_00000001,2001-08-23 01:31:31,USER_00000001,0,ORG_00000001.ORG_000002E7,0.0,0.0,0.0,0.0,16,ORG_00000001,ORG_000002E7
ORG_000002E8,NorthTrade,Unknown,A,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,M,2001-08-23 00:17:36,USER_00000001,2001-08-23 02:10:45,USER_00000001,0,ORG_00000001.ORG_000002E8,0.0,0.0,0.0,0.0,28,ORG_00000001,ORG_000002E8
ORG_000002E9,EDA,Unknown,A,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,M,2001-08-23 00:19:25,USER_00000001,2001-08-23 02:21:08,USER_00000001,0,ORG_00000001.ORG_000002E9,0.0,0.0,0.0,0.0,16,ORG_00000001,ORG_000002E9
ORG_000002TP,Dell,Dell,A,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,M,2001-09-11 18:47:11,USER_00000001,2001-09-11 18:47:11,USER_00000001,0,ORG_00000001.ORG_000002TP,0.0,0.0,0.0,0.0,1,ORG_00000001,ORG_000002TP
ORG_000002TQ,Compaq,Compaq,A,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,M,2001-09-11 18:48:06,USER_00000001,2001-09-11 18:48:06,USER_00000001,0,ORG_00000001.ORG_000002TQ,0.0,0.0,0.0,0.0,1,ORG_00000001,ORG_000002TQ
ORG_000002TR,3Com,3Com,A,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,M,2001-09-11 18:48:44,USER_00000001,2001-09-11 18:48:44,USER_00000001,0,ORG_00000001.ORG_000002TR,0.0,0.0,0.0,0.0,1,ORG_00000001,ORG_000002TR
ORG_00004IFH,Donor,Donor,A,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,M,2002-09-24 20:45:18,USER_00000001,2003-07-08 21:03:30,USER_00004IV5,0,ORG_00000001.ORG_00004IFH,0.0,0.0,0.0,0.0,3,ORG_00000001,ORG_00004IFH
ORG_00004IFI,Recipient,Recipient,A,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,M,2002-09-24 20:46:34,USER_00000001,2004-11-29 15:31:02,USER_00004NRH,0,ORG_00000001.ORG_00004IFI,0.0,0.0,0.0,0.0,15,ORG_00000001,ORG_00004IFI
ORG_00004IFJ,Fritolay,Unknown,A,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,S,2002-09-24 20:47:38,USER_00000001,2002-09-24 20:47:38,USER_00000001,0,ORG_00000001.ORG_00004IFH.ORG_00004IFJ,0.0,0.0,0.0,0.0,0,ORG_00004IFH,ORG_00004IFH
ORG_00004IFK,Kraft,Unknown,A,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,S,2002-09-24 20:48:09,USER_00000001,2003-05-28 10:43:46,USER_00004K1T,0,ORG_00000001.ORG_00004IFH.ORG_00004IFK,0.0,0.0,0.0,0.0,29,ORG_00004IFH,ORG_00004IFH
ORG_00004IFL,FritolayTx,Fritolay Texas,A,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,S,2002-09-24 20:49:01,USER_00000001,2002-09-24 20:50:34,USER_00000001,0,ORG_00000001.ORG_00004IFH.ORG_00004IFJ.ORG_00004IFL,0.0,0.0,0.0,0.0,2,ORG_00004IFJ,ORG_00004IFH
ORG_00004IFM,FritolayCa,Fritolay California,A,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,S,2002-09-24 20:49:36,USER_00000001,2002-09-24 20:49:36,USER_00000001,0,ORG_00000001.ORG_00004IFH.ORG_00004IFJ.ORG_00004IFM,0.0,0.0,0.0,0.0,0,ORG_00004IFJ,ORG_00004IFH
ORG_00004IIL,Ibhar,Test organization,A,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,M,2002-09-30 18:30:05,USER_00000001,2002-10-18 23:03:59,USER_00000001,0,ORG_00000001.ORG_00004IIL,0.0,0.0,0.0,0.0,2,ORG_00000001,ORG_00004IIL
ORG_00004ILP,Penske,Unknown,I,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,S,2002-10-17 14:48:12,USER_00000001,2003-04-14 21:22:23,USER_00000001,0,ORG_00000001.ORG_00004IFH.ORG_00004ILP,0.0,0.0,0.0,0.0,20,ORG_00004IFH,ORG_00004IFH
ORG_00004ILQ,PenskeTX,Unknown,I,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,S,2002-10-17 14:49:17,USER_00000001,2003-01-13 20:50:45,USER_00004IV5,0,ORG_00000001.ORG_00004IFH.ORG_00004ILP.ORG_00004ILQ,0.0,0.0,0.0,0.0,12,ORG_00004ILP,ORG_00004IFH
ORG_00004ILR,PenskeCA,Unknown,I,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,S,2002-10-17 14:49:51,USER_00000001,2002-10-17 14:49:51,USER_00000001,0,ORG_00000001.ORG_00004IFH.ORG_00004ILP.ORG_00004ILR,0.0,0.0,0.0,0.0,0,ORG_00004ILP,ORG_00004IFH
ORG_00004ILS,TestDonor,Unknown,A,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,S,2002-10-17 15:39:29,USER_00000001,2002-10-18 18:31:45,USER_00000001,0,ORG_00000001.ORG_00004IFH.ORG_00004ILS,0.0,0.0,0.0,0.0,5,ORG_00004IFH,ORG_00004IFH
ORG_00004IOT,R1,R1,A,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,S,2002-10-17 20:29:35,USER_00000001,2005-05-09 17:48:36,USER_00000001,0,ORG_00000001.ORG_00004IFI.ORG_00004IOT,0.0,0.0,0.0,0.0,6,ORG_00004IFI,ORG_00004IFI
ORG_00004IS1,HCL,Unknown,A,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,M,2002-10-18 23:11:23,USER_00000001,2002-10-18 23:12:49,USER_00000001,0,ORG_00000001.ORG_00004IS1,0.0,0.0,0.0,0.0,2,ORG_00000001,ORG_00004IS1
ORG_00004IS2,R2,Unknown,A,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,S,2002-10-22 16:26:39,USER_00000001,2003-01-08 21:06:02,USER_00004IV5,0,ORG_00000001.ORG_00004IFI.ORG_00004IS2,0.0,0.0,0.0,0.0,3,ORG_00004IFI,ORG_00004IFI
ORG_00004IV5,Aidmatrix,Unknown,A,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,S,2002-12-10 18:28:29,USER_00000001,2002-12-10 18:29:14,USER_00000001,0,ORG_00000001.ORG_00004IFH.ORG_00004IV5,0.0,0.0,0.0,0.0,2,ORG_00004IFH,ORG_00004IFH
ORG_00004J29,KraftFoods,Kraft Foods,I,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,S,2002-12-11 15:34:24,USER_00004IV5,2005-03-10 20:29:03,USER_00004NRH,0,ORG_00000001.ORG_00004IFH.ORG_00004J29,0.0,0.0,0.0,0.0,9,ORG_00004IFH,ORG_00004IFH
ORG_00004J2A,OntarioDry493,Ontario Dry (493),I,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,S,2002-12-11 15:37:10,USER_00004IV5,2005-03-10 20:28:04,USER_00004NRH,0,ORG_00000001.ORG_00004IFH.ORG_00004J29.ORG_00004J2A,0.0,0.0,0.0,0.0,1,ORG_00004J29,ORG_00004IFH
ORG_00004J2B,AuroraDry488,Aurora Dry (488),I,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,S,2002-12-11 15:38:34,USER_00004IV5,2005-03-10 20:28:17,USER_00004NRH,0,ORG_00000001.ORG_00004IFH.ORG_00004J29.ORG_00004J2B,0.0,0.0,0.0,0.0,6,ORG_00004J29,ORG_00004IFH
ORG_00004J5D,KraftPilot,Kraft Pilot,I,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,S,2002-12-16 17:26:44,USER_00004IV5,2002-12-16 18:33:05,USER_00004IV5,0,ORG_00000001.ORG_00004IFH.ORG_00004ILP.ORG_00004ILQ.ORG_00004J5D,0.0,0.0,0.0,0.0,7,ORG_00004ILQ,ORG_00004IFH
ORG_00004J5E,KraftPilot1,Kraft Pilot,I,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,S,2002-12-16 18:47:49,USER_00004IV5,2003-01-23 20:44:29,USER_00004IV5,0,ORG_00000001.ORG_00004IFH.ORG_00004ILP.ORG_00004J5E,0.0,0.0,0.0,0.0,29,ORG_00004ILP,ORG_00004IFH
ORG_00004J5F,TropicanaPilot,Tropicana Pilot,I,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,S,2002-12-16 22:13:32,USER_00004IV5,2003-01-09 16:38:18,USER_00004IV5,0,ORG_00000001.ORG_00004IFH.ORG_00004ILP.ORG_00004J5F,0.0,0.0,0.0,0.0,12,ORG_00004ILP,ORG_00004IFH
ORG_00004J5G,ConAgraDairyPilot,ConAgra Dairy Pilot,I,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,S,2002-12-16 23:03:52,USER_00004IV5,2003-01-09 16:37:24,USER_00004IV5,0,ORG_00000001.ORG_00004IFH.ORG_00004ILP.ORG_00004J5G,0.0,0.0,0.0,0.0,11,ORG_00004ILP,ORG_00004IFH
ORG_00004J5H,ConAgraDairy,ConAgra Dairy,I,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,S,2002-12-19 17:56:53,USER_00004IV5,2003-02-14 20:25:12,USER_00004IV5,0,ORG_00000001.ORG_00004IFH.ORG_00004J5H,0.0,0.0,0.0,0.0,23,ORG_00004IFH,ORG_00004IFH
ORG_00004J8H,AustinPilot,Austin Pilot,A,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,S,2003-01-06 17:11:13,USER_00004IV5,2003-01-06 17:41:50,USER_00004IV5,0,ORG_00000001.ORG_00004IFI.ORG_00004J8H,0.0,0.0,0.0,0.0,4,ORG_00004IFI,ORG_00004IFI
ORG_00004J8I,LexingtonPilot,Lexington Pilot,A,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,S,2003-01-06 17:43:58,USER_00004IV5,2003-01-06 17:53:50,USER_00004IV5,0,ORG_00000001.ORG_00004IFI.ORG_00004J8I,0.0,0.0,0.0,0.0,5,ORG_00004IFI,ORG_00004IFI
ORG_00004J8J,St.CharlesPilot,St. Charles Pilot,A,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,S,2003-01-06 17:55:39,USER_00004IV5,2003-01-06 18:00:00,USER_00004IV5,0,ORG_00000001.ORG_00004IFI.ORG_00004J8J,0.0,0.0,0.0,0.0,5,ORG_00004IFI,ORG_00004IFI
ORG_00004J8K,DallasPilot,Dallas Pilot,A,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,S,2003-01-06 18:03:32,USER_00004IV5,2003-01-06 18:09:22,USER_00004IV5,0,ORG_00000001.ORG_00004IFI.ORG_00004J8K,0.0,0.0,0.0,0.0,5,ORG_00004IFI,ORG_00004IFI
ORG_00004JBL,Tropicana,Tropicana,A,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,S,2003-01-14 17:30:44,USER_00004IV5,2003-03-07 21:22:31,USER_00004IV5,0,ORG_00000001.ORG_00004IFH.ORG_00004JBL,0.0,0.0,0.0,0.0,16,ORG_00004IFH,ORG_00004IFH
ORG_00004JBM,DallasZC,Cluster: North Texas Food Bank,A,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,S,2003-01-14 21:44:51,USER_00004IV5,2006-01-04 23:58:11,USER_00004Q9N,0,ORG_00000001.ORG_00004IFI.ORG_00004JBM,0.0,0.0,0.0,0.0,12,ORG_00004IFI,ORG_00004IFI
ORG_00004JEP,LexingtonZC,Cluster: WOKIT,A,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,S,2003-01-16 20:42:16,USER_00004IV5,2006-01-05 01:08:21,USER_00004Q9N,0,ORG_00000001.ORG_00004IFI.ORG_00004JEP,0.0,0.0,0.0,0.0,13,ORG_00004IFI,ORG_00004IFI
ORG_00004JEQ,StCharles,Northern Illinois Food Bank,A,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,S,2003-01-16 20:55:51,USER_00004IV5,2006-01-09 17:12:21,USER_00004Q9N,0,ORG_00000001.ORG_00004IFI.ORG_00004JEQ,0.0,0.0,0.0,0.0,12,ORG_00004IFI,ORG_00004IFI
ORG_00004JER,Austin,Capital Area Food Bank of Texas,A,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,S,2003-01-16 21:06:08,USER_00004IV5,2003-02-04 19:23:51,USER_00004IV5,0,ORG_00000001.ORG_00004IFI.ORG_00004JER,0.0,0.0,0.0,0.0,10,ORG_00004IFI,ORG_00004IFI
ORG_00004JES,AustinZD,"Austin, TX Cluster",A,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,S,2003-01-16 21:07:00,USER_00004IV5,2005-05-12 19:55:32,USER_00004NRH,0,ORG_00000001.ORG_00004IFI.ORG_00004JES,0.0,0.0,0.0,0.0,12,ORG_00004IFI,ORG_00004IFI
ORG_00004JET,StCharlesZD,Cluster: Northern Illinois Food Bank,A,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,S,2003-01-16 21:07:50,USER_00004IV5,2006-01-09 17:13:10,USER_00004Q9N,0,ORG_00000001.ORG_00004IFI.ORG_00004JET,0.0,0.0,0.0,0.0,13,ORG_00004IFI,ORG_00004IFI
ORG_00004JHT,TestAffiliate1,Test Affiliate 1,A,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,S,2003-02-24 16:39:46,USER_00004IV5,2003-02-24 16:47:31,USER_00004IV5,0,ORG_00000001.ORG_00004IFI.ORG_00004JHT,0.0,0.0,0.0,0.0,2,ORG_00004IFI,ORG_00004IFI
ORG_00004JHU,TestAffiliate2,Test Affiliate 2,A,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,S,2003-02-24 16:43:35,USER_00004IV5,2003-02-24 16:55:29,USER_00004IV5,0,ORG_00000001.ORG_00004IFI.ORG_00004JHU,0.0,0.0,0.0,0.0,2,ORG_00004IFI,ORG_00004IFI
ORG_00004JHV,TestAffiliate3,Test Affiliate 3,A,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,S,2003-02-24 16:43:56,USER_00004IV5,2003-02-24 17:03:11,USER_00004IV5,0,ORG_00000001.ORG_00004IFI.ORG_00004JHV,0.0,0.0,0.0,0.0,2,ORG_00004IFI,ORG_00004IFI
ORG_00004JI0,TestAffiliate4,Test Affiliate 4,A,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,S,2003-02-24 16:44:19,USER_00004IV5,2003-02-24 17:06:43,USER_00004IV5,0,ORG_00000001.ORG_00004IFI.ORG_00004JI0,0.0,0.0,0.0,0.0,2,ORG_00004IFI,ORG_00004IFI
ORG_00004JI1,TestAffiliate5,Test Affiliate 5,A,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,S,2003-02-24 16:44:54,USER_00004IV5,2003-02-24 17:10:17,USER_00004IV5,0,ORG_00000001.ORG_00004IFI.ORG_00004JI1,0.0,0.0,0.0,0.0,2,ORG_00004IFI,ORG_00004IFI
ORG_00004JI2,ArdenHillsZD,Cluster: MINNDAKS,A,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,S,2003-02-24 17:46:53,USER_00004IV5,2007-05-14 17:38:04,USER_00000001,0,ORG_00000001.ORG_00004IFI.ORG_00004JI2,0.0,0.0,0.0,0.0,4,ORG_00004IFI,ORG_00004IFI
ORG_00004JI3,Allentown,SHFB of the Lehigh Valley,A,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,S,2003-02-24 17:48:03,USER_00004IV5,2006-01-03 22:14:38,USER_00004Q9N,0,ORG_00000001.ORG_00004IFI.ORG_00004JI3,0.0,0.0,0.0,0.0,3,ORG_00004IFI,ORG_00004IFI
ORG_00004JI4,ColumbusZD,ColumbusZC,A,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,S,2003-02-24 17:49:27,USER_00004IV5,2006-01-04 23:29:26,USER_00004Q9N,0,ORG_00000001.ORG_00004IFI.ORG_00004JI4,0.0,0.0,0.0,0.0,3,ORG_00004IFI,ORG_00004IFI
ORG_00004JI5,FtWorthZC,Cluster: Fort Worth-Wichita Falls,A,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,S,2003-02-24 17:50:34,USER_00004IV5,2006-01-05 00:33:50,USER_00004Q9N,0,ORG_00000001.ORG_00004IFI.ORG_00004JI5,0.0,0.0,0.0,0.0,3,ORG_00004IFI,ORG_00004IFI
ORG_00004JI6,OklahomaCity,Regional Food Bank of Oklahoma,A,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,S,2003-02-24 17:51:29,USER_00004IV5,2006-01-05 23:45:03,USER_00004Q9N,0,ORG_00000001.ORG_00004IFI.ORG_00004JI6,0.0,0.0,0.0,0.0,3,ORG_00004IFI,ORG_00004IFI
ORG_00004JI7,OklahomaCityZD,Cluster: KOTN,A,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,S,2003-02-24 17:52:15,USER_00004IV5,2006-01-05 23:45:58,USER_00004Q9N,0,ORG_00000001.ORG_00004IFI.ORG_00004JI7,0.0,0.0,0.0,0.0,3,ORG_00004IFI,ORG_00004IFI
ORG_00004JL1,Dallas,Dallas,A,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,S,2003-03-04 17:08:23,USER_00004IV5,2006-01-04 23:57:14,USER_00004Q9N,0,ORG_00000001.ORG_00004IFI.ORG_00004JL1,0.0,0.0,0.0,0.0,3,ORG_00004IFI,ORG_00004IFI
ORG_00004JO5,Atlanta,Unknown,A,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,S,2003-03-06 22:06:39,USER_00004IV5,2006-01-03 22:28:10,USER_00004Q9N,0,ORG_00000001.ORG_00004IFI.ORG_00004JO5,0.0,0.0,0.0,0.0,3,ORG_00004IFI,ORG_00004IFI
ORG_00004JO6,BethanyZC,Unknown,A,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,S,2003-03-06 22:07:55,USER_00004IV5,2006-01-04 22:39:24,USER_00004Q9N,0,ORG_00000001.ORG_00004IFI.ORG_00004JO6,0.0,0.0,0.0,0.0,3,ORG_00004IFI,ORG_00004IFI
ORG_00004JO7,LosAngeles,Unknown,A,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,S,2003-03-06 22:08:20,USER_00004IV5,2006-01-05 01:15:09,USER_00004Q9N,0,ORG_00000001.ORG_00004IFI.ORG_00004JO7,0.0,0.0,0.0,0.0,3,ORG_00004IFI,ORG_00004IFI
ORG_00004JO8,Portland,Unknown,A,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,S,2003-03-06 22:08:51,USER_00004IV5,2006-01-06 00:02:28,USER_00004Q9N,0,ORG_00000001.ORG_00004IFI.ORG_00004JO8,0.0,0.0,0.0,0.0,3,ORG_00004IFI,ORG_00004IFI
ORG_00004JO9,Urbana,Unknown,A,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,S,2003-03-06 22:09:08,USER_00004IV5,2006-01-09 17:25:32,USER_00004Q9N,0,ORG_00000001.ORG_00004IFI.ORG_00004JO9,0.0,0.0,0.0,0.0,3,ORG_00004IFI,ORG_00004IFI
ORG_00004JR9,ClevelandZC,Unknown,A,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,S,2003-03-20 18:25:00,USER_00004IV5,2006-01-04 23:13:36,USER_00004Q9N,0,ORG_00000001.ORG_00004IFI.ORG_00004JR9,0.0,0.0,0.0,0.0,3,ORG_00004IFI,ORG_00004IFI
ORG_00004JRA,KansasCity,Unknown,A,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,S,2003-03-20 18:28:15,USER_00004IV5,2006-01-05 00:57:01,USER_00004Q9N,0,ORG_00000001.ORG_00004IFI.ORG_00004JRA,0.0,0.0,0.0,0.0,3,ORG_00004IFI,ORG_00004IFI
ORG_00004M9D,NewYork,Food Bank for New York City,A,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,S,2003-09-26 18:40:07,USER_00004IV5,2006-01-05 23:36:51,USER_00004Q9N,0,ORG_00000001.ORG_00004IFI.ORG_00004M9D,0.0,0.0,0.0,0.0,3,ORG_00004IFI,ORG_00004IFI
ORG_00004MCH,AllenCanning,Unknown,A,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,S,2003-10-01 16:17:35,USER_00004IV5,2003-10-01 16:51:45,USER_00004IV5,0,ORG_00000001.ORG_00004IFH.ORG_00004MCH,0.0,0.0,0.0,0.0,3,ORG_00004IFH,ORG_00004IFH
ORG_00004MCI,MasonCity,Mason City Kraft Location,A,USD,"*###,##0.00","###,##0.###",",",3,.,en,US,,S,2003-10-03 16:48:16,USER_00004IV5,2003-10-03 16:49:27,USER_00004IV5,0,ORG_00000001.ORG_00004IFH.ORG_00004IFK.ORG_00004MCI,0.0,0.0,0.0,0.0,1,ORG_00004IFK,ORG_00004IFH
