donationnumber,itemnumber,itemdescription,donationreason,pack,size_,sizeuom,packagingtype,unitofmeasure,quantity,quantityperpallet,totalpallets,grossweight,totalgrossweight,netweight,storagerequirement,manufacturedate,expirationdate,shelflife,extension,usebydate,status,magrefnumber
WD18030005,F0928251007103,BRK 2L/6 Cola 64,CLOSE CODE,6/ Ounce,Unknown,Ounce,Unknown,Case,64.0,64.0,1.0,30.1409375,1929.02,432.0,DRY,,,Unknown,60,2018-03-26,Acknowledged,23000
WD18030005,F0928250141601,BRK 2L/6 P/app 64,CLOSE CODE,6/ Ounce,Unknown,Ounce,Unknown,Case,21.0,64.0,0.3,30.14095238,632.95999998,432.0,DRY,,,Unknown,60,2018-03-29,Acknowledged,24000
WD18030005,F0811317809501,SAC 1L/12ls ClrDt Mand Orng 70 POM,CLOSE CODE,12/,Unknown,Unknown,Unknown,Case,70.0,70.0,1.0,29.2,2044.0,432.0,DRY,,,Unknown,60,2018-04-05,Acknowledged,25000
WD18030005,F0615000173601,SRA 2L/6 Spk L/ade Key Lime RS        64,CLOSE CODE,6/ Ounce,Unknown,Ounce,Unknown,Case,344.0,64.0,4.0,29.75,10234.0,432.0,DRY,,,Unknown,60,2018-03-06,Acknowledged,26000
WD18030005,F0928251007103,BRK 2L/6 Cola 64,CLOSE CODE,6/ Ounce,Unknown,Ounce,Unknown,Case,64.0,64.0,1.0,30.1409375,1929.02,432.0,DRY,,,Unknown,60,2018-03-26,Acknowledged,27000
WD18030005,F0928250141601,BRK 2L/6 P/app 64,CLOSE CODE,6/ Ounce,Unknown,Ounce,Unknown,Case,21.0,64.0,0.3,30.14095238,632.95999998,432.0,DRY,,,Unknown,60,2018-03-29,Acknowledged,28000
WD18030005,F0811317809501,SAC 1L/12ls ClrDt Mand Orng 70 POM,CLOSE CODE,12/,Unknown,Unknown,Unknown,Case,70.0,70.0,1.0,29.2,2044.0,432.0,DRY,,,Unknown,60,2018-04-05,Acknowledged,29000
WD18030005,F0615000173601,SRA 2L/6 Spk L/ade Key Lime RS        64,CLOSE CODE,6/ Ounce,Unknown,Ounce,Unknown,Case,344.0,64.0,5.4,29.75,10234.0,432.0,DRY,,,Unknown,60,2018-03-06,Acknowledged,30000
WD18030005,F0928251007103,BRK 2L/6 Cola 64,CLOSE CODE,6/ Ounce,Unknown,Ounce,Unknown,Case,64.0,64.0,1.0,30.1409375,1929.02,432.0,DRY,,,Unknown,60,2018-03-26,Acknowledged,31000
WD18030005,F0928250141601,BRK 2L/6 P/app 64,CLOSE CODE,6/ Ounce,Unknown,Ounce,Unknown,Case,21.0,64.0,0.3,30.14095238,632.95999998,432.0,DRY,,,Unknown,60,2018-03-29,Acknowledged,32000
WD18030005,F0811317809501,SAC 1L/12ls ClrDt Mand Orng 70 POM,CLOSE CODE,12/,Unknown,Unknown,Unknown,Case,70.0,70.0,1.0,29.2,2044.0,432.0,DRY,,,Unknown,60,2018-04-05,Acknowledged,33000
WD18030005,F0615000173601,SRA 2L/6 Spk L/ade Key Lime RS        64,CLOSE CODE,6/ Ounce,Unknown,Ounce,Unknown,Case,344.0,64.0,8.0,29.75,10234.0,432.0,DRY,,,Unknown,60,2018-03-06,Acknowledged,34000
WD18030005,F0928251007103,BRK 2L/6 Cola 64,CLOSE CODE,6/ Ounce,Unknown,Ounce,Unknown,Case,64.0,64.0,1.0,30.1409375,1929.02,432.0,DRY,,,Unknown,60,2018-03-26,Acknowledged,35000
WD18030005,F0928250141601,BRK 2L/6 P/app 64,CLOSE CODE,6/ Ounce,Unknown,Ounce,Unknown,Case,21.0,64.0,0.3,30.14095238,632.95999998,432.0,DRY,,,Unknown,60,2018-03-29,Acknowledged,36000
WD18030005,F0811317809501,SAC 1L/12ls ClrDt Mand Orng 70 POM,CLOSE CODE,12/,Unknown,Unknown,Unknown,Case,70.0,70.0,1.0,29.2,2044.0,432.0,DRY,,,Unknown,60,2018-04-05,Acknowledged,37000
WD18030005,F0615000173601,SRA 2L/6 Spk L/ade Key Lime RS        64,CLOSE CODE,6/ Ounce,Unknown,Ounce,Unknown,Case,344.0,64.0,1.0,29.75,10234.0,432.0,DRY,,,Unknown,60,2018-03-06,Acknowledged,38000
WD18030005,F0928251007103,BRK 2L/6 Cola 64,CLOSE CODE,6/ Ounce,Unknown,Ounce,Unknown,Case,64.0,64.0,1.0,30.1409375,1929.02,432.0,DRY,,,Unknown,60,2018-03-26,Acknowledged,39000
WD18030005,F0928250141601,BRK 2L/6 P/app 64,CLOSE CODE,6/ Ounce,Unknown,Ounce,Unknown,Case,21.0,64.0,9.0,30.14095238,632.95999998,432.0,DRY,,,Unknown,60,2018-03-29,Acknowledged,40000
WD18030005,F0811317809501,SAC 1L/12ls ClrDt Mand Orng 70 POM,CLOSE CODE,12/,Unknown,Unknown,Unknown,Case,70.0,70.0,1.0,29.2,2044.0,432.0,DRY,,,Unknown,60,2018-04-05,Acknowledged,41000
WD18030005,F0615000173601,SRA 2L/6 Spk L/ade Key Lime RS        64,CLOSE CODE,6/ Ounce,Unknown,Ounce,Unknown,Case,344.0,64.0,5.4,29.75,10234.0,432.0,DRY,,,Unknown,60,2018-03-06,Acknowledged,42000
WD18030005,F0928251007103,BRK 2L/6 Cola 64,CLOSE CODE,6/ Ounce,Unknown,Ounce,Unknown,Case,64.0,64.0,1.0,30.1409375,1929.02,432.0,DRY,,,Unknown,60,2018-03-26,Acknowledged,43000
WD18030005,F0928250141601,BRK 2L/6 P/app 64,CLOSE CODE,6/ Ounce,Unknown,Ounce,Unknown,Case,21.0,64.0,0.3,30.14095238,632.95999998,432.0,DRY,,,Unknown,60,2018-03-29,Acknowledged,44000
WD18030005,F0811317809501,SAC 1L/12ls ClrDt Mand Orng 70 POM,CLOSE CODE,12/,Unknown,Unknown,Unknown,Case,70.0,70.0,1.0,29.2,2044.0,432.0,DRY,,,Unknown,60,2018-04-05,Acknowledged,45000
WD18030005,F0615000173601,SRA 2L/6 Spk L/ade Key Lime RS        64,CLOSE CODE,6/ Ounce,Unknown,Ounce,Unknown,Case,344.0,64.0,5.4,29.75,10234.0,432.0,DRY,,,Unknown,60,2018-03-06,Acknowledged,46000
WD18030005,F0928251007103,BRK 2L/6 Cola 64,CLOSE CODE,6/ Ounce,Unknown,Ounce,Unknown,Case,64.0,64.0,1.0,30.1409375,1929.02,432.0,DRY,,,Unknown,60,2018-03-26,Acknowledged,47000
WD18030005,F0928250141601,BRK 2L/6 P/app 64,CLOSE CODE,6/ Ounce,Unknown,Ounce,Unknown,Case,21.0,64.0,0.3,30.14095238,632.95999998,432.0,DRY,,,Unknown,60,2018-03-29,Acknowledged,48000
WD18030005,F0811317809501,SAC 1L/12ls ClrDt Mand Orng 70 POM,CLOSE CODE,12/,Unknown,Unknown,Unknown,Case,70.0,70.0,1.0,29.2,2044.0,432.0,DRY,,,Unknown,60,2018-04-05,Acknowledged,49000
WD18030005,F0615000173601,SRA 2L/6 Spk L/ade Key Lime RS        64,CLOSE CODE,6/ Ounce,Unknown,Ounce,Unknown,Case,344.0,64.0,5.4,29.75,10234.0,432.0,DRY,,,Unknown,60,2018-03-06,Acknowledged,50000
WD18030005,F0928251007103,BRK 2L/6 Cola 64,CLOSE CODE,6/ Ounce,Unknown,Ounce,Unknown,Case,64.0,64.0,1.0,30.1409375,1929.02,432.0,DRY,,,Unknown,60,2018-03-26,Acknowledged,51000
WD18030005,F0928250141601,BRK 2L/6 P/app 64,CLOSE CODE,6/ Ounce,Unknown,Ounce,Unknown,Case,21.0,64.0,0.3,30.14095238,632.95999998,432.0,DRY,,,Unknown,60,2018-03-29,Acknowledged,52000
WD18030005,F0811317809501,SAC 1L/12ls ClrDt Mand Orng 70 POM,CLOSE CODE,12/,Unknown,Unknown,Unknown,Case,70.0,70.0,1.0,29.2,2044.0,432.0,DRY,,,Unknown,60,2018-04-05,Acknowledged,53000
WD18030005,F0615000173601,SRA 2L/6 Spk L/ade Key Lime RS        64,CLOSE CODE,6/ Ounce,Unknown,Ounce,Unknown,Case,344.0,64.0,5.4,29.75,10234.0,432.0,DRY,,,Unknown,60,2018-03-06,Acknowledged,54000
WD18030005,F0928251007103,BRK 2L/6 Cola 64,CLOSE CODE,6/ Ounce,Unknown,Ounce,Unknown,Case,64.0,64.0,1.0,30.1409375,1929.02,432.0,DRY,,,Unknown,60,2018-03-26,Acknowledged,55000
WD18050015,DO124a,Peach Can,Out of Code,24,24,Ounce,Other,Case,50.0,100.0,0.5,12.0,600.0,432.0,DRY,,2018-02-25,Unknown,90,2018-05-26,Acknowledged,2000
WD18050015,DO125a,Salad Bag Mixed,Out of Code,24,24,Ounce,Other,Case,50.0,100.0,0.5,12.0,600.0,432.0,DRY,,2018-02-25,Unknown,90,2018-05-26,Acknowledged,3000
WD18050015,DO126a,Salad Bag Assorted,Out of Code,24,24,Ounce,Other,Case,50.0,100.0,0.5,12.0,600.0,432.0,DRY,,2018-02-25,Unknown,90,2018-05-26,Acknowledged,4000
WD18050010,4430010645,Mike Testing RFB VEG 12/16Z,CLOSE CODE,12,20,Ounce,Can,Case,16.0,120.0,0.13333333,17.0,272.0,277.0,DRY,2016-11-17,,315,90,2017-12-27,Acknowledged,10000
WD18050010,4430010645,Mike Testing RFB VEG 12/16Z,CLOSE CODE,12,20,Ounce,Can,Case,48.0,120.0,0.4,17.0,816.0,830.0,DRY,2016-11-17,,315,90,2017-12-27,Acknowledged,11000
WD18050010,4430010645,Mike Testing RFB VEG 12/16Z,CLOSE CODE,12,20,Ounce,Can,Case,44.0,120.0,0.36666667,17.0,748.0,761.0,DRY,2016-11-17,,315,90,2017-12-27,Acknowledged,12000
WD18050010,4430012076,Ashley Testin CHW MN NDLS BG DRC 10/12Z,CLOSE CODE,10,12,Ounce,Bag,Case,48.0,48.0,1.0,9.0,432.0,432.0,DRY,2018-02-28,,60,60,2018-06-28,Acknowledged,13000
WD18050010,4430012076,Ashley Testin CHW MN NDLS BG DRC 10/12Z,CLOSE CODE,10,12,Ounce,Bag,Case,48.0,48.0,1.0,9.0,432.0,432.0,DRY,2018-02-28,,60,60,2018-06-28,Acknowledged,14000
WD18050010,4430012076,Ashley Testin CHW MN NDLS BG DRC 10/12Z,CLOSE CODE,10,12,Ounce,Bag,Case,48.0,48.0,1.0,9.0,432.0,432.0,DRY,2018-02-28,,60,60,2018-06-28,Acknowledged,15000
WD18050010,4430012076,Ashley Testin CHW MN NDLS BG DRC 10/12Z,CLOSE CODE,10,12,Ounce,Bag,Case,48.0,48.0,1.0,9.0,432.0,432.0,DRY,2018-01-17,,60,60,2018-05-17,Acknowledged,16000
WD18050010,4430012076,Ashley Testin CHW MN NDLS BG DRC 10/12Z,CLOSE CODE,10,12,Ounce,Bag,Case,48.0,48.0,1.0,9.0,432.0,432.0,DRY,2018-01-17,,60,60,2018-05-17,Acknowledged,17000
WD18050010,4430012076,Ashley Testin CHW MN NDLS BG DRC 10/12Z,CLOSE CODE,10,12,Ounce,Bag,Case,48.0,48.0,1.0,9.0,432.0,432.0,DRY,2018-01-26,,60,60,2018-05-26,Acknowledged,18000
WD18050010,4430012076,Ashley Testin CHW MN NDLS BG DRC 10/12Z,CLOSE CODE,10,12,Ounce,Bag,Case,48.0,48.0,1.0,9.0,432.0,432.0,DRY,2018-01-26,,60,60,2018-05-26,Acknowledged,19000
WD18050010,4430012076,Ashley Testin CHW MN NDLS BG DRC 10/12Z,CLOSE CODE,10,12,Ounce,Bag,Case,32.0,48.0,0.66666667,9.0,288.0,288.0,DRY,2018-01-11,,60,60,2018-05-11,Acknowledged,20000
WD18050010,4430012076,Ashley Testin CHW MN NDLS BG DRC 10/12Z,CLOSE CODE,10,12,Ounce,Bag,Case,48.0,48.0,1.0,9.0,432.0,432.0,DRY,2018-01-12,,60,60,2018-05-12,Acknowledged,21000
WD18050010,4430012076,Ashley Testin CHW MN NDLS BG DRC 10/12Z,CLOSE CODE,10,12,Ounce,Bag,Case,48.0,48.0,1.0,9.0,432.0,432.0,DRY,2018-01-12,,60,60,2018-05-12,Acknowledged,22000
WD18050012,CIK10L15PDM65,Dan Testing 1 Liter Water,CLOSE CODE,Unknown,1,Liter,Bottle,Case,520.0,65.0,8.0,33.98,17669.6,432.0,DRY,,,Unknown,Unknown,2019-01-16,Acknowledged,1000
WD18050012,NDW24Z24PDMCH36,Mike Testing 24oz. Water,CLOSE CODE,Unknown,24,Ounce,Bottle,Case,252.0,36.0,7.0,33.98,8562.96,432.0,DRY,,,Unknown,Unknown,2019-01-05,Acknowledged,2000
WD18050012,CLO1GP3PDSB,Ashley Testing 1 Gallon Water,CLOSE CODE,Unknown,1,Gallon,Bottle,Case,384.0,96.0,4.0,33.98,13048.32,432.0,DRY,,,Unknown,Unknown,2019-03-22,Acknowledged,3000
WD18050013,CIK10L15PDM65,1 Liter Water,CLOSE CODE,Unknown,1,Liter,Bottle,Case,520.0,65.0,8.0,33.98,17669.6,432.0,DRY,,,Unknown,Unknown,2019-01-16,Unknown,1000
WD18050013,NDW24Z24PDMCH36,24oz. Water,CLOSE CODE,Unknown,24,Ounce,Bottle,Case,252.0,36.0,7.0,33.98,8562.96,432.0,DRY,,,Unknown,Unknown,2019-01-05,Unknown,2000
WD18050013,CLO1GP3PDSB,1 Gallon Water,CLOSE CODE,Unknown,1,Gallon,Bottle,Case,384.0,96.0,4.0,33.98,13048.32,432.0,DRY,,,Unknown,Unknown,2019-03-22,Unknown,3000
WD18050015,DO123a,Apple Can Test 2,Out of Code,24,24,Ounce,Other,Case,50.0,100.0,0.5,12.0,600.0,432.0,DRY,,2018-02-25,Unknown,90,2018-05-26,Acknowledged,1000
WD18050022,4430010000,Dan ROS RFB VEG 1/PL 240/8/16Z,CLOSE CODE,Unknown,Unknown,Unknown,Can,Case,1.0,1.0,1.0,2231.0,2231.0,2231.0,DRY,2016-02-24,,1,Unknown,2016-02-25,Acknowledged,1000
WD18050022,4430010000,Dan ROS RFB VEG 1/PL 240/8/16Z,CLOSE CODE,Unknown,Unknown,Unknown,Can,Case,1.0,1.0,1.0,2231.0,2231.0,2231.0,DRY,2016-02-24,,1,Unknown,2016-02-25,Acknowledged,2000
WD18050022,4430010000,Dan ROS RFB VEG 1/PL 240/8/16Z,CLOSE CODE,Unknown,Unknown,Unknown,Can,Case,1.0,1.0,1.0,2231.0,2231.0,2231.0,DRY,2016-02-24,,1,Unknown,2016-02-25,Acknowledged,3000
WD18050022,4430010000,Dan ROS RFB VEG 1/PL 240/8/16Z,CLOSE CODE,Unknown,Unknown,Unknown,Can,Case,1.0,1.0,1.0,2231.0,2231.0,2231.0,DRY,2016-02-24,,1,Unknown,2016-02-25,Acknowledged,4000
WD18050022,4430010000,Dan ROS RFB VEG 1/PL 240/8/16Z,CLOSE CODE,Unknown,Unknown,Unknown,Can,Case,1.0,1.0,1.0,2231.0,2231.0,2231.0,DRY,2016-02-24,,1,Unknown,2016-02-25,Acknowledged,5000
WD18050022,4430010626,Mike ROS RFB VEG 12/16Z,CLOSE CODE,12,16,Ounce,Can,Case,5.0,176.0,0.02840909,14.0,70.0,69.0,DRY,2016-04-12,,1,Unknown,2016-04-13,Acknowledged,6000
WD18050022,4430010626,Mike ROS RFB VEG 12/16Z,CLOSE CODE,12,16,Ounce,Can,Case,169.0,176.0,0.96022727,14.0,2366.0,2327.0,DRY,2016-04-12,,1,Unknown,2016-04-13,Acknowledged,7000
WD18050022,4430010626,Mike ROS RFB VEG 12/16Z,CLOSE CODE,12,16,Ounce,Can,Case,1.0,176.0,0.00568182,14.0,14.0,14.0,DRY,2016-04-12,,1,Unknown,2016-04-13,Acknowledged,8000
WD18050022,4430010645,Mike ROS RFB VEG 12/16Z,CLOSE CODE,12,20,Ounce,Can,Case,12.0,120.0,0.1,17.0,204.0,208.0,DRY,2016-11-17,,1,Unknown,2016-11-18,Acknowledged,9000
WD18050022,4430010645,Mike ROS RFB VEG 12/16Z,CLOSE CODE,12,20,Ounce,Can,Case,16.0,120.0,0.13333333,17.0,272.0,277.0,DRY,2016-11-17,,1,Unknown,2016-11-18,Acknowledged,10000
WD18050022,4430010645,Mike ROS RFB VEG 12/16Z,CLOSE CODE,12,20,Ounce,Can,Case,48.0,120.0,0.4,17.0,816.0,830.0,DRY,2016-11-17,,1,Unknown,2016-11-18,Acknowledged,11000
WD18050022,4430010645,Mike ROS RFB VEG 12/16Z,CLOSE CODE,12,20,Ounce,Can,Case,44.0,120.0,0.36666667,17.0,748.0,761.0,DRY,2016-11-17,,1,Unknown,2016-11-18,Acknowledged,12000
WD18050022,4430012076,Ashley LaChoy  Chow Mein Noodles NDLS BG DRC 10/12Z,CLOSE CODE,10,12,Ounce,Bag,Case,48.0,48.0,1.0,9.0,432.0,432.0,DRY,2018-02-28,,1,Unknown,2018-03-01,Acknowledged,13000
WD18050022,4430012076,Ashley LaChoy  Chow Mein Noodles NDLS BG DRC 10/12Z,CLOSE CODE,10,12,Ounce,Bag,Case,48.0,48.0,1.0,9.0,432.0,432.0,DRY,2018-02-28,,1,Unknown,2018-03-01,Acknowledged,14000
WD18050022,4430012076,Ashley LaChoy  Chow Mein Noodles NDLS BG DRC 10/12Z,CLOSE CODE,10,12,Ounce,Bag,Case,48.0,48.0,1.0,9.0,432.0,432.0,DRY,2018-02-28,,1,Unknown,2018-03-01,Acknowledged,15000
WD18050022,4430012076,Ashley LaChoy  Chow Mein Noodles NDLS BG DRC 10/12Z,CLOSE CODE,10,12,Ounce,Bag,Case,48.0,48.0,1.0,9.0,432.0,432.0,DRY,2018-01-17,,1,Unknown,2018-01-18,Acknowledged,16000
WD18050022,4430012076,Ashley LaChoy  Chow Mein Noodles NDLS BG DRC 10/12Z,CLOSE CODE,10,12,Ounce,Bag,Case,48.0,48.0,1.0,9.0,432.0,432.0,DRY,2018-01-17,,1,Unknown,2018-01-18,Acknowledged,17000
WD18050022,4430012076,Ashley LaChoy  Chow Mein Noodles NDLS BG DRC 10/12Z,CLOSE CODE,10,12,Ounce,Bag,Case,48.0,48.0,1.0,9.0,432.0,432.0,DRY,2018-01-26,,1,Unknown,2018-01-27,Acknowledged,18000
WD18050022,4430012076,Ashley LaChoy  Chow Mein Noodles NDLS BG DRC 10/12Z,CLOSE CODE,10,12,Ounce,Bag,Case,48.0,48.0,1.0,9.0,432.0,432.0,DRY,2018-01-26,,1,Unknown,2018-01-27,Acknowledged,19000
WD18050022,4430012076,Ashley LaChoy  Chow Mein Noodles NDLS BG DRC 10/12Z,CLOSE CODE,10,12,Ounce,Bag,Case,48.0,48.0,1.0,9.0,432.0,432.0,DRY,2018-01-12,,1,Unknown,2018-01-13,Acknowledged,21000
WD18050029,44300100001,Ashley ROS RFB VEG 1/PL 240/8/16Z,CLOSE CODE,Unknown,Unknown,Unknown,Other,Case,1.0,1.0,1.0,2231.0,2231.0,432.0,DRY,2016-02-24,,360,99,2017-05-28,Acknowledged,2000
WD18050022,4430012076,Ashley LaChoy  Chow Mein Noodles NDLS BG DRC 10/12Z,CLOSE CODE,10,12,Ounce,Bag,Case,32.0,48.0,0.66666667,9.0,288.0,288.0,DRY,2018-01-11,,1,Unknown,2018-01-12,Acknowledged,20000
WD18050022,4430012076,Ashley LaChoy  Chow Mein Noodles NDLS BG DRC 10/12Z,CLOSE CODE,10,12,Ounce,Bag,Case,48.0,48.0,1.0,9.0,432.0,432.0,DRY,2018-01-12,,1,Unknown,2018-01-13,Acknowledged,22000
WD18050026,CRY1GP288BDR,4430010000,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,20.0,2231.0,1.0,1.0,598.845,432.0,Unknown,,,Unknown,360,,Unknown,1000
WD18050026,NDW05L35PDRPBN,4430010000,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,20.0,2231.0,1.0,1.0,598.845,432.0,Unknown,,,Unknown,360,,Unknown,2000
WD18050026,GRV05L24PDMN,4430010000,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,20.0,2231.0,1.0,1.0,598.845,432.0,Unknown,,,Unknown,360,,Unknown,3000
WD18050026,ESE1GP6PSPB,4430010000,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,20.0,2231.0,1.0,1.0,598.845,432.0,Unknown,,,Unknown,360,,Unknown,4000
WD18050027,4430010000,Dan ROS RFB VEG 1/PL 240/8/16Z,CLOSE CODE,Unknown,Unknown,Unknown,Can,Case,1.0,1.0,1.0,2231.0,2231.0,432.0,DRY,2016-02-24,,360,Unknown,2017-02-18,Unknown,1000
WD18050027,4430010000,Dan ROS RFB VEG 1/PL 240/8/16Z,CLOSE CODE,Unknown,Unknown,Unknown,Can,Case,1.0,1.0,1.0,2231.0,2231.0,432.0,DRY,2016-02-24,,360,Unknown,2017-02-18,Unknown,2000
WD18050027,4430010000,Dan ROS RFB VEG 1/PL 240/8/16Z,CLOSE CODE,Unknown,Unknown,Unknown,Can,Case,1.0,1.0,1.0,2231.0,2231.0,432.0,DRY,2016-02-24,,360,Unknown,2017-02-18,Unknown,3000
WD18050027,4430010000,Dan ROS RFB VEG 1/PL 240/8/16Z,CLOSE CODE,Unknown,Unknown,Unknown,Can,Case,1.0,1.0,1.0,2231.0,2231.0,432.0,DRY,2016-02-24,,360,Unknown,2017-02-18,Unknown,4000
WD18050027,4430010000,Dan ROS RFB VEG 1/PL 240/8/16Z,CLOSE CODE,Unknown,Unknown,Unknown,Can,Case,1.0,1.0,1.0,2231.0,2231.0,432.0,DRY,2016-02-24,,360,Unknown,2017-02-18,Unknown,5000
WD18050027,4430010626,Mike ROS RFB VEG 12/16Z,CLOSE CODE,12,16,Ounce,Can,Case,5.0,176.0,0.0,14.0,70.0,432.0,DRY,2016-04-12,,360,Unknown,2017-04-07,Unknown,6000
WD18050027,4430010626,Mike ROS RFB VEG 12/16Z,CLOSE CODE,12,16,Ounce,Can,Case,169.0,176.0,1.0,14.0,2366.0,432.0,DRY,2016-04-12,,360,Unknown,2017-04-07,Unknown,7000
WD18050027,4430010626,Mike ROS RFB VEG 12/16Z,CLOSE CODE,12,16,Ounce,Can,Case,1.0,176.0,0.0,14.0,14.0,432.0,DRY,2016-04-12,,360,Unknown,2017-04-07,Unknown,8000
WD18050027,4430010645,Mike ROS RFB VEG 12/16Z,CLOSE CODE,12,20,Ounce,Can,Case,12.0,120.0,0.0,17.0,204.0,432.0,DRY,2016-11-17,,315,Unknown,2017-09-28,Unknown,9000
WD18050027,4430010645,Mike ROS RFB VEG 12/16Z,CLOSE CODE,12,20,Ounce,Can,Case,16.0,120.0,0.0,17.0,272.0,432.0,DRY,2016-11-17,,315,Unknown,2017-09-28,Unknown,10000
WD18050027,4430010645,Mike ROS RFB VEG 12/16Z,CLOSE CODE,12,20,Ounce,Can,Case,48.0,120.0,0.0,17.0,816.0,432.0,DRY,2016-11-17,,315,Unknown,2017-09-28,Unknown,11000
WD18050027,4430010645,Mike ROS RFB VEG 12/16Z,CLOSE CODE,12,20,Ounce,Can,Case,44.0,120.0,0.0,17.0,748.0,432.0,DRY,2016-11-17,,315,Unknown,2017-09-28,Unknown,12000
WD18050027,4430012076,LaChoy  Chow Mein Noodles NDLS BG DRC 10/12Z,CLOSE CODE,10,12,Ounce,Bag,Case,48.0,48.0,1.0,9.0,432.0,432.0,DRY,2018-02-28,,60,60,2018-06-28,Unknown,13000
WD18050027,4430012076,LaChoy  Chow Mein Noodles NDLS BG DRC 10/12Z,CLOSE CODE,10,12,Ounce,Bag,Case,48.0,48.0,1.0,9.0,432.0,432.0,DRY,2018-02-28,,60,60,2018-06-28,Unknown,14000
WD18050027,4430012076,LaChoy  Chow Mein Noodles NDLS BG DRC 10/12Z,CLOSE CODE,10,12,Ounce,Bag,Case,48.0,48.0,1.0,9.0,432.0,432.0,DRY,2018-02-28,,60,60,2018-06-28,Unknown,15000
WD18050027,4430012076,LaChoy  Chow Mein Noodles NDLS BG DRC 10/12Z,CLOSE CODE,10,12,Ounce,Bag,Case,48.0,48.0,1.0,9.0,432.0,432.0,DRY,2018-01-17,,60,60,2018-05-17,Unknown,16000
WD18050027,4430012076,LaChoy  Chow Mein Noodles NDLS BG DRC 10/12Z,CLOSE CODE,10,12,Ounce,Bag,Case,48.0,48.0,1.0,9.0,432.0,432.0,DRY,2018-01-17,,60,60,2018-05-17,Unknown,17000
WD18050027,4430012076,LaChoy  Chow Mein Noodles NDLS BG DRC 10/12Z,CLOSE CODE,10,12,Ounce,Bag,Case,48.0,48.0,1.0,9.0,432.0,432.0,DRY,2018-01-26,,60,60,2018-05-26,Unknown,18000
WD18050027,4430012076,LaChoy  Chow Mein Noodles NDLS BG DRC 10/12Z,CLOSE CODE,10,12,Ounce,Bag,Case,48.0,48.0,1.0,9.0,432.0,432.0,DRY,2018-01-26,,60,60,2018-05-26,Unknown,19000
WD18050027,4430012076,LaChoy  Chow Mein Noodles NDLS BG DRC 10/12Z,CLOSE CODE,10,12,Ounce,Bag,Case,32.0,48.0,1.0,9.0,288.0,432.0,DRY,2018-01-11,,60,60,2018-05-11,Unknown,20000
WD18050027,4430012076,LaChoy  Chow Mein Noodles NDLS BG DRC 10/12Z,CLOSE CODE,10,12,Ounce,Bag,Case,48.0,48.0,1.0,9.0,432.0,432.0,DRY,2018-01-12,,60,60,2018-05-12,Unknown,21000
WD18050027,4430012076,LaChoy  Chow Mein Noodles NDLS BG DRC 10/12Z,CLOSE CODE,10,12,Ounce,Bag,Case,48.0,48.0,1.0,9.0,432.0,432.0,DRY,2018-01-12,,60,60,2018-05-12,Unknown,22000
WD18050029,44300100001,Ashley ROS RFB VEG 1/PL 240/8/16Z,CLOSE CODE,Unknown,Unknown,Unknown,Other,Case,1.0,1.0,1.0,2231.0,2231.0,432.0,DRY,2016-02-24,,360,99,2017-05-28,Acknowledged,3000
WD18050029,44300100001,Ashley ROS RFB VEG 1/PL 240/8/16Z,CLOSE CODE,Unknown,Unknown,Unknown,Other,Case,1.0,1.0,1.0,2231.0,2231.0,432.0,DRY,2016-02-24,,360,99,2017-05-28,Acknowledged,4000
WD18050029,44300100001,Ashley ROS RFB VEG 1/PL 240/8/16Z,CLOSE CODE,Unknown,Unknown,Unknown,Other,Case,1.0,1.0,1.0,2231.0,2231.0,432.0,DRY,2016-02-24,,360,99,2017-05-28,Acknowledged,5000
WD18050029,44300106261,Dan ROS RFB VEG 12/16Z,CLOSE CODE,Unknown,Unknown,Unknown,Other,Case,5.0,176.0,0.02840909,14.0,70.0,432.0,DRY,2016-04-12,,360,99,2017-07-15,Acknowledged,6000
WD18050029,44300106261,Dan ROS RFB VEG 12/16Z,CLOSE CODE,Unknown,Unknown,Unknown,Other,Case,5.0,176.0,0.02840909,14.0,70.0,432.0,DRY,2016-04-12,,360,99,2017-07-15,Acknowledged,7000
WD18050029,44300106261,Dan ROS RFB VEG 12/16Z,CLOSE CODE,Unknown,Unknown,Unknown,Other,Case,5.0,176.0,0.02840909,14.0,70.0,432.0,DRY,2016-04-12,,360,99,2017-07-15,Acknowledged,8000
WD18050029,44300106261,Dan ROS RFB VEG 12/16Z,CLOSE CODE,Unknown,Unknown,Unknown,Other,Case,5.0,176.0,0.02840909,14.0,70.0,432.0,DRY,2016-04-12,,360,99,2017-07-15,Acknowledged,9000
WD18050029,44300106261,Dan ROS RFB VEG 12/16Z,CLOSE CODE,Unknown,Unknown,Unknown,Other,Case,5.0,176.0,0.02840909,14.0,70.0,432.0,DRY,2016-04-12,,360,99,2017-07-15,Acknowledged,10000
WD18050029,44300106261,Dan ROS RFB VEG 12/16Z,CLOSE CODE,Unknown,Unknown,Unknown,Other,Case,5.0,176.0,0.02840909,14.0,70.0,432.0,DRY,2016-04-12,,360,99,2017-07-15,Acknowledged,11000
