donationnumber,itemnumber,itemdescription,donationreason,pack,size_,sizeuom,packagingtype,unitofmeasure,quantity,quantityperpallet,totalpallets,grossweight,totalgrossweight,netweight,storagerequirement,manufacturedate,expirationdate,shelflife,extension,usebydate,status,magrefnumber
WD18050029,44300106261,Dan ROS RFB VEG 12/16Z,CLOSE CODE,Unknown,Unknown,Unknown,Other,Case,5.0,176.0,0.02840909,14.0,70.0,432.0,DRY,2016-04-12,,360,99,2017-07-15,Acknowledged,12000
WD18050029,44300120761,Mike LC CHW MN NDLS BG DRC 10/12Z,CLOSE CODE,Unknown,Unknown,Unknown,Other,Case,48.0,48.0,1.0,9.0,432.0,432.0,DRY,2018-02-28,,60,99,2018-08-06,Acknowledged,13000
WD18050029,44300120761,Mike LC CHW MN NDLS BG DRC 10/12Z,CLOSE CODE,Unknown,Unknown,Unknown,Other,Case,48.0,48.0,1.0,9.0,432.0,432.0,DRY,2018-02-28,,60,99,2018-08-06,Acknowledged,14000
WD18050029,44300120761,Mike LC CHW MN NDLS BG DRC 10/12Z,CLOSE CODE,Unknown,Unknown,Unknown,Other,Case,48.0,48.0,1.0,9.0,432.0,432.0,DRY,2018-02-28,,60,99,2018-08-06,Acknowledged,15000
WD18050029,44300120761,Mike LC CHW MN NDLS BG DRC 10/12Z,CLOSE CODE,Unknown,Unknown,Unknown,Other,Case,48.0,48.0,1.0,9.0,432.0,432.0,DRY,2018-01-17,,60,99,2018-06-25,Acknowledged,16000
WD18050029,44300120761,Mike LC CHW MN NDLS BG DRC 10/12Z,CLOSE CODE,Unknown,Unknown,Unknown,Other,Case,48.0,48.0,1.0,9.0,432.0,432.0,DRY,2018-01-17,,60,99,2018-06-25,Acknowledged,17000
WD18050029,44300120761,Mike LC CHW MN NDLS BG DRC 10/12Z,CLOSE CODE,Unknown,Unknown,Unknown,Other,Case,48.0,48.0,1.0,9.0,432.0,432.0,DRY,2018-01-26,,60,99,2018-07-04,Acknowledged,18000
WD18050029,44300120761,Mike LC CHW MN NDLS BG DRC 10/12Z,CLOSE CODE,Unknown,Unknown,Unknown,Other,Case,48.0,48.0,1.0,9.0,432.0,432.0,DRY,2018-01-26,,60,99,2018-07-04,Acknowledged,19000
WD18050029,44300120761,Mike LC CHW MN NDLS BG DRC 10/12Z,CLOSE CODE,Unknown,Unknown,Unknown,Other,Case,32.0,48.0,0.66666667,9.0,288.0,432.0,DRY,2018-01-11,,60,99,2018-06-19,Acknowledged,20000
WD18050029,44300100001,Ashley ROS RFB VEG 1/PL 240/8/16Z,CLOSE CODE,Unknown,Unknown,Unknown,Other,Case,1.0,1.0,1.0,2231.0,2231.0,432.0,DRY,2016-02-24,,360,99,2017-05-28,Acknowledged,1000
WD18030005,F0928250141601,BRK 2L/6 P/app 64,CLOSE CODE,6/ Ounce,Unknown,Ounce,Unknown,Case,21.0,64.0,0.3,30.14095238,632.95999998,432.0,DRY,,,Unknown,60,2018-03-29,Acknowledged,56000
WD18030005,F0811317809501,SAC 1L/12ls ClrDt Mand Orng 70 POM,CLOSE CODE,12/,Unknown,Unknown,Unknown,Case,70.0,70.0,1.0,29.2,2044.0,432.0,DRY,,,Unknown,60,2018-04-05,Acknowledged,57000
WD18030005,F0615000173601,SRA 2L/6 Spk L/ade Key Lime RS        64,CLOSE CODE,6/ Ounce,Unknown,Ounce,Unknown,Case,344.0,64.0,5.4,29.75,10234.0,432.0,DRY,,,Unknown,60,2018-03-06,Acknowledged,58000
WD18030005,F0928251007103,BRK 2L/6 Cola 64,CLOSE CODE,6/ Ounce,Unknown,Ounce,Unknown,Case,64.0,64.0,1.0,30.1409375,1929.02,432.0,DRY,,,Unknown,60,2018-03-26,Acknowledged,59000
WD18030005,F0928250141601,BRK 2L/6 P/app 64,CLOSE CODE,6/ Ounce,Unknown,Ounce,Unknown,Case,21.0,64.0,0.3,30.14095238,632.95999998,432.0,DRY,,,Unknown,60,2018-03-29,Acknowledged,60000
WD18030005,F0811317809501,SAC 1L/12ls ClrDt Mand Orng 70 POM,CLOSE CODE,12/,Unknown,Unknown,Unknown,Case,70.0,70.0,1.0,29.2,2044.0,432.0,DRY,,,Unknown,60,2018-04-05,Acknowledged,61000
WD18030005,F0615000173601,SRA 2L/6 Spk L/ade Key Lime RS        64,CLOSE CODE,6/ Ounce,Unknown,Ounce,Unknown,Case,344.0,64.0,5.4,29.75,10234.0,432.0,DRY,,,Unknown,60,2018-03-06,Acknowledged,62000
WD18030005,F0928251007103,BRK 2L/6 Cola 64,CLOSE CODE,6/ Ounce,Unknown,Ounce,Unknown,Case,64.0,64.0,1.0,30.1409375,1929.02,432.0,DRY,,,Unknown,60,2018-03-26,Acknowledged,63000
WD18030005,F0928250141601,BRK 2L/6 P/app 64,CLOSE CODE,6/ Ounce,Unknown,Ounce,Unknown,Case,21.0,64.0,0.3,30.14095238,632.95999998,432.0,DRY,,,Unknown,60,2018-03-29,Acknowledged,64000
WD18030395,DO123,Apple Can,Out of Code,24,24,Ounce,4 Pack,Case,100.0,100.0,1.0,12.0,1200.0,432.0,DRY,,2018-02-25,Unknown,90,2018-05-26,Acknowledged,1000
WD18030395,DO124,Peach Can,Out of Code,24,24,Ounce,4 Pack,Case,50.0,100.0,0.5,12.0,600.0,432.0,DRY,,2018-02-25,Unknown,90,2018-05-26,Acknowledged,2000
WD18030395,DO125,Salad Bag Mixed,Out of Code,24,24,Ounce,4 Pack,Case,50.0,100.0,0.5,12.0,600.0,432.0,DRY,,2018-02-25,Unknown,90,2018-05-26,Acknowledged,3000
WD18030395,DO126,Salad Bag Assorted,Out of Code,24,24,Ounce,4 Pack,Case,50.0,100.0,0.5,12.0,600.0,432.0,DRY,,2018-02-25,Unknown,90,2018-05-26,Acknowledged,4000
WD18030402,1278110180,MC DUTCH APL PIE 4/42Z,Customer Return/Refusal,Unknown,Unknown,Ounce,Aseptic Box,Box,45.0,45.0,1.0,12.0,540.0,432.0,FROZEN,,,Unknown,Unknown,,Acknowledged,1000
WD18030036,447000962100,9Z OM DL SHVD TRKY BRST OR 8,Out of Code,8,Unknown,Unknown,Other,Case,632.0,190.0,3.32631579,5.454,3446.928,5.454,Refrigerated,,2018-03-02,75,Unknown,2018-03-02,Acknowledged,1000
WD18030036,447000940300,15 Z OM LNCH TRKY CHED SS 6,Out of Code,6,15,Ounce,Other,Case,143.0,143.0,1.0,6.99,999.57,6.99,Refrigerated,,2018-03-02,80,0,2018-03-02,Acknowledged,2000
WD18030036,447000919500,"CLAUS 1 4"" CHIPS 5G KOSH",Out of Code,1,Unknown,Unknown,Other,Case,6.0,36.0,0.16666667,44.475,266.85,44.475,Refrigerated,2017-11-13,,110,Unknown,2018-03-03,Acknowledged,3000
WD18030036,447000914300,7Z OM E T MESQ SMK TKY BRST 12,Out of Code,12,7,Ounce,Other,Case,90.0,150.0,0.6,6.641,597.69,6.641,Refrigerated,,2018-03-04,75,Unknown,2018-03-04,Acknowledged,4000
WD18030036,447000098900,16Z OM COT-SALAMI 12,Out of Code,12,16,Ounce,Package,Case,157.0,160.0,0.98125,13.313,2090.141,13.313,Refrigerated,,2018-03-04,125,0,2018-03-04,Acknowledged,5000
WD18030036,447000097100,16Z OM BF BOLO SLI RDR NP   18,Out of Code,18,16,Ounce,Package,Case,100.0,110.0,0.90909091,19.607,1960.7,19.607,Refrigerated,,2018-03-04,120,0,2018-03-04,Acknowledged,6000
WD18030036,447000917200,8Z OM DELI TKY BRST SHVD SMKD LS 12,Out of Code,12,Unknown,Unknown,Other,Case,150.0,150.0,1.0,7.36,1104.0,7.36,Refrigerated,,2018-03-05,75,Unknown,2018-03-05,Acknowledged,7000
WD18030036,447003606600,3.66Z LC VTP RITZ CHED HAM 12,Out of Code,12,3.66,Ounce,Package,Case,165.0,165.0,1.0,3.881,640.365,3.881,Refrigerated,,2018-03-06,90,0,2018-03-06,Acknowledged,8000
WD18030036,447000618900,7Z OM TURAL SLO RSTD RST BF 12,Out of Code,12,Unknown,Unknown,Other,Case,150.0,150.0,1.0,6.656,998.4,6.656,Refrigerated,,2018-03-06,75,Unknown,2018-03-06,Acknowledged,9000
WD18030036,447000940900,15.3Z OM LUNCHABLES CHEESE PIZZA 6,Out of Code,6,15.3,Ounce,Other,Case,39.0,143.0,0.27272727,7.035,274.365,7.035,Refrigerated,,2018-03-07,75,Unknown,2018-03-07,Acknowledged,10000
WD18030036,210000452900,PH CHSECKE BTR PCH 4-3LB,Out of Code,4,Unknown,Unknown,Other,Case,9.0,130.0,0.06923077,12.88,115.92,12.88,Refrigerated,,2018-03-08,150,Unknown,2018-03-08,Acknowledged,11000
WD18030036,447000942800,OM 3.2Z PP CV SS TUR CHED 8,Out of Code,8,3.2,Ounce,Package,Case,45.0,300.0,0.15,2.191,98.595,2.191,Refrigerated,,2018-03-09,75,0,2018-03-09,Acknowledged,12000
WD18030036,447000634500,24Z CL KOSHER HOT and SPICY 12,Out of Code,12,Unknown,Unknown,Other,Case,2.0,70.0,0.02857143,28.988,57.976,28.988,Refrigerated,,2018-03-09,100,Unknown,2018-03-09,Acknowledged,13000
WD18030036,210000571400,7Z KR ORGANIC WHITE CHEDDAR 12,Out of Code,12,Unknown,Unknown,Other,Case,20.0,325.0,0.06153846,5.701,114.02,5.701,Refrigerated,,2018-04-19,150,Unknown,2018-04-19,Acknowledged,14000
WD18030036,447000097500,16ZOM BF BOLO RR TK-S NP RDR12,Out of Code,12,16,Ounce,Package,Case,215.0,160.0,1.34375,13.313,2862.295,13.313,Refrigerated,,2018-03-05,120,0,2018-03-05,Acknowledged,15000
WD18030383,220102,axe body spray excite 4 oz.,Discontinued Item,Unknown,Unknown,Unknown,Can,Case,10.0,1.0,10.0,4.82,48.2,432.0,DRY,,2018-09-18,Unknown,Unknown,2017-12-29,Acknowledged,1000
WD18030383,386895,dove apa sensitive dry spray deod 3.8 oz,Discontinued Item,Unknown,Unknown,Unknown,Can,Case,10.0,1.0,10.0,4.1,41.0,432.0,DRY,,2019-03-18,Unknown,Unknown,2019-03-18,Acknowledged,2000
WD18050010,4430010000,Dan Testing  RFB VEG 1/PL 240/8/16Z,CLOSE CODE,Unknown,Unknown,Unknown,Can,Case,1.0,1.0,1.0,2231.0,2231.0,2231.0,DRY,2016-02-24,,360,Unknown,2017-02-18,Acknowledged,1000
WD18050010,4430010000,Dan Testing  RFB VEG 1/PL 240/8/16Z,CLOSE CODE,Unknown,Unknown,Unknown,Can,Case,1.0,1.0,1.0,2231.0,2231.0,2231.0,DRY,2016-02-24,,360,Unknown,2017-02-18,Acknowledged,2000
WD18050010,4430010000,Dan Testing  RFB VEG 1/PL 240/8/16Z,CLOSE CODE,Unknown,Unknown,Unknown,Can,Case,1.0,1.0,1.0,2231.0,2231.0,2231.0,DRY,2016-02-24,,360,Unknown,2017-02-18,Acknowledged,3000
WD18050010,4430010000,Dan Testing  RFB VEG 1/PL 240/8/16Z,CLOSE CODE,Unknown,Unknown,Unknown,Can,Case,1.0,1.0,1.0,2231.0,2231.0,2231.0,DRY,2016-02-24,,360,Unknown,2017-02-18,Acknowledged,4000
WD18050010,4430010000,Dan Testing  RFB VEG 1/PL 240/8/16Z,CLOSE CODE,Unknown,Unknown,Unknown,Can,Case,1.0,1.0,1.0,2231.0,2231.0,2231.0,DRY,2016-02-24,,360,Unknown,2017-02-18,Acknowledged,5000
WD18050010,4430010626,Mike Testing RFB VEG 12/16Z,CLOSE CODE,12,16,Ounce,Can,Case,5.0,176.0,0.02840909,14.0,70.0,69.0,DRY,2016-04-12,,360,180,2017-10-04,Acknowledged,6000
WD18050010,4430010626,Mike Testing RFB VEG 12/16Z,CLOSE CODE,12,16,Ounce,Can,Case,169.0,176.0,0.96022727,14.0,2366.0,2327.0,DRY,2016-04-12,,360,180,2017-10-04,Acknowledged,7000
WD18050010,4430010626,Mike Testing RFB VEG 12/16Z,CLOSE CODE,12,16,Ounce,Can,Case,1.0,176.0,0.00568182,14.0,14.0,14.0,DRY,2016-04-12,,360,180,2017-10-04,Acknowledged,8000
WD18050010,4430010645,Mike Testing RFB VEG 12/16Z,CLOSE CODE,12,20,Ounce,Can,Case,12.0,120.0,0.1,17.0,204.0,208.0,DRY,2016-11-17,,315,90,2017-12-27,Acknowledged,9000
WD17100019,1235897,Swiss Cheese,Damaged,/12 Each,12,Each,Unknown,Case,6001.0,30.0,200.033333333333,10.0,60010.0,432.0,DRY,,2017-01-25,Unknown,90,2017-04-25,Acknowledged,1000
WD17100019,5897489,Bulk Cheese,Discontinued Item,/10 Pound,10,Pound,Unknown,Totes,75.0,50.0,1.5,5.0,375.0,432.0,DRY,2017-03-20,,120,30,2017-07-18,Acknowledged,2000
WD17100019,1235897,Swiss Cheese,Damaged,/12 Each,12,Each,Unknown,Case,10.0,30.0,0.333333333333333,10.0,100.0,432.0,DRY,,2017-01-25,Unknown,90,2017-04-25,Acknowledged,3000
WD17100019,5897489,Bulk Cheese,Discontinued Item,/10 Pound,10,Pound,Unknown,Totes,15.0,50.0,0.3,5.0,75.0,432.0,DRY,2017-03-20,,120,30,2017-07-18,Acknowledged,4000
WD17100019,1235897,Swiss Cheese,Damaged,/12 Each,12,Each,Unknown,Case,10.0,30.0,0.333333333333333,10.0,100.0,432.0,DRY,,2017-01-25,Unknown,90,2017-04-25,Acknowledged,5000
WD17100019,5897489,Bulk Cheese,Discontinued Item,/10 Pound,10,Pound,Unknown,Totes,10.0,50.0,0.2,5.0,50.0,432.0,DRY,2017-03-20,,120,30,2017-07-18,Acknowledged,6000
WD17100019,1235897,Swiss Cheese,Damaged,/12 Each,12,Each,Unknown,Case,10.0,30.0,0.333333333333333,10.0,100.0,432.0,DRY,,2017-01-25,Unknown,90,2017-04-25,Acknowledged,7000
WD17100019,5897489,Bulk Cheese,Discontinued Item,/10 Pound,10,Pound,Unknown,Totes,10.0,50.0,0.2,5.0,50.0,432.0,DRY,2017-03-20,,120,30,2017-07-18,Acknowledged,8000
WD17100019,1235897,Swiss Cheese,Damaged,/12 Each,12,Each,Unknown,Case,10.0,30.0,0.333333333333333,10.0,100.0,432.0,DRY,,2017-01-25,Unknown,90,2017-04-25,Acknowledged,9000
WD17100019,5897489,Bulk Cheese,Discontinued Item,/10 Pound,10,Pound,Unknown,Totes,10.0,50.0,0.2,5.0,50.0,432.0,DRY,2017-03-20,,120,30,2017-07-18,Acknowledged,10000
WD17110011,SS4569,Frozen Cod,Test Product,10/8 Ounce,8,Ounce,Unknown,Case,200.0,25.0,8.0,25.0,5000.0,432.0,FROZEN,,2017-12-01,Unknown,10,2017-12-11,Acknowledged,1000
WD17110011,SS5698,Frozen Salmon,Discontinued Item,15/8 Ounce,8,Ounce,Unknown,Case,500.0,30.0,16.6666666666667,30.0,15000.0,432.0,FROZEN,2018-01-01,,Unknown,100,2018-01-01,Acknowledged,2000
WD17110020,7737854737001,Chicken in A Can Meals,CLOSE CODE,/12,12,Unknown,PAPER,Unknown,250.0,25.0,10.0,12.5,3125.0,432.0,Refrigerated,,2018-10-05,100,30,2018-11-04,Acknowledged,1000
WD17110020,3125685971002,Turkey in a Can Meals,CLOSE CODE,/12,12,Unknown,PAPER,Unknown,500.0,50.0,10.0,5.6,2800.0,432.0,Refrigerated,,2018-10-06,100,30,2018-11-05,Acknowledged,2000
WD17110020,7085681091003,Chicken in a Bag Meals,CLOSE CODE,/12,12,Unknown,PAPER,Unknown,750.0,75.0,10.0,8.3,6225.0,432.0,DRY,,2018-10-07,Unknown,Unknown,2018-10-07,Acknowledged,3000
WD17110020,7737854456872,Turkey in a bag Meals,CLOSE CODE,/12,12,Unknown,PAPER,Unknown,500.0,25.0,20.0,12.5,6250.0,432.0,DRY,,2018-10-08,Unknown,Unknown,2018-10-08,Acknowledged,4000
WD17110020,3125685971142,Chicken fingers for kids,CLOSE CODE,/12,12,Unknown,PAPER,Unknown,1500.0,50.0,30.0,5.6,8400.0,432.0,DRY,,2018-10-09,Unknown,Unknown,2018-10-09,Acknowledged,5000
WD17110020,7085681087587,Turkey fingers for kids,CLOSE CODE,/12,12,Unknown,PAPER,Unknown,1500.0,75.0,20.0,8.3,12450.0,432.0,DRY,,2018-10-10,Unknown,Unknown,2018-10-10,Acknowledged,6000
WD17110021,7737854737001,Chicken in A Can Meals,CLOSE CODE,/12,12,Unknown,PAPER,Unknown,2000.0,25.0,80.0,12.5,25000.0,432.0,DRY,,2018-09-05,Unknown,Unknown,2018-09-05,Acknowledged,1000
WD17110022,7737854737001,Chicken in A Can Meals,CLOSE CODE,/12,12,Unknown,PAPER,Unknown,25.0,25.0,1.0,12.5,312.5,432.0,DRY,,2018-10-05,Unknown,Unknown,2018-10-05,Acknowledged,1000
WD17110017,3800029559,Special K20 Lemon Protein Water 4 ct. - 16 fl. oz.,Inventory,6/68.3,68.3,Unknown,Unknown,Unknown,250.0,25.0,10.0,28.04,7010.0,432.0,DRY,,2018-08-20,365,25,2018-09-14,Acknowledged,1000
WD17110017,3800029563,Special K20 Tropical Blend Protein Water 4 ct. -,Inventory,6/68.3,68.3,Unknown,Unknown,Unknown,100.0,15.0,6.66666666666667,28.04,2804.0,432.0,DRY,,2018-08-21,365,25,2018-09-15,Acknowledged,2000
WD17110022,3125685971002,Turkey in a Can Meals,CLOSE CODE,/12,12,Unknown,PAPER,Unknown,50.0,50.0,1.0,5.6,280.0,432.0,DRY,,2018-10-06,Unknown,Unknown,2018-10-06,Acknowledged,2000
WD17110022,7085681091003,Chicken in a Bag Meals,CLOSE CODE,/12,12,Unknown,PAPER,Unknown,75.0,75.0,1.0,8.3,622.5,432.0,DRY,,2018-10-07,Unknown,Unknown,2018-10-07,Acknowledged,3000
WD17110022,7737854456872,Turkey in a bag Meals,CLOSE CODE,/12,12,Unknown,PAPER,Unknown,50.0,25.0,2.0,12.5,625.0,432.0,DRY,,2018-10-08,Unknown,Unknown,2018-10-08,Acknowledged,4000
WD17110022,3125685971142,Chicken fingers for kids,CLOSE CODE,/12,12,Unknown,PAPER,Unknown,150.0,50.0,3.0,5.6,840.0,432.0,DRY,,2018-10-09,Unknown,Unknown,2018-10-09,Acknowledged,5000
WD17110017,3800029566,Special K20 Strawberry Kiwi Protein Water 4 ct. -,Inventory,6/68.3,68.3,Unknown,Unknown,Unknown,150.0,25.0,6.0,28.04,4206.0,432.0,DRY,,2018-08-22,365,25,2018-09-16,Acknowledged,3000
WD17110017,3800031365,Special K20 Lemon Twist Protein Water SS 12 ct. -,Inventory,12/17.1,17.1,Unknown,Unknown,Unknown,200.0,50.0,4.0,14.38,2876.0,432.0,DRY,,2018-08-23,365,25,2018-09-17,Acknowledged,4000
WD17110017,3800031409,SpK20 Tropical Blend Protein Water SS (12-16 fl. o,Inventory,12/17.1,17.1,Unknown,Unknown,Unknown,160.0,15.0,10.6666666666667,14.38,2300.8,432.0,DRY,,2018-08-24,365,25,2018-09-18,Acknowledged,5000
WD17110017,3800031956,Special K20 Strawberry Kiwi Protein Water 12 ct. C,Inventory,1/204.8,204.8,Unknown,Unknown,Unknown,130.0,25.0,5.2,14.38,1869.4,432.0,DRY,,2018-08-25,365,25,2018-09-19,Acknowledged,6000
WD17110017,3800031368,Special K20 Strawberry Kiwi Protein Water SS 12 ct,Inventory,12/17.1,17.1,Unknown,Unknown,Unknown,125.0,35.0,3.57142857142857,14.38,1797.5,432.0,DRY,,2018-08-26,365,25,2018-09-20,Acknowledged,7000
WD17110017,3800032736,Special K20 Protein Water Club Varitey Pack,Inventory,1/204.8,204.8,Unknown,Unknown,Unknown,145.0,15.0,9.66666666666667,14.38,2085.1,432.0,DRY,,2018-08-27,365,25,2018-09-21,Acknowledged,8000
WD17110017,3800033974,Pink Lemonade SPK2O On The Go Powder 7ct,Inventory,6/3.6,3.6,Unknown,Unknown,Unknown,65.0,25.0,2.6,2.14,139.1,432.0,DRY,,2018-08-28,365,25,2018-09-22,Acknowledged,9000
WD17110017,3800033970,Iced Tea SPK2O On The Go Powder 7ct,Inventory,6/3.4,3.4,Unknown,Unknown,Unknown,89.0,20.0,4.45,2.06,183.34,432.0,DRY,,2018-08-29,365,25,2018-09-23,Acknowledged,10000
WD17110017,3800035094,SPK2O Mixed Berry SS,Inventory,12/17.1,17.1,Unknown,Unknown,Unknown,100.0,15.0,6.66666666666667,14.38,1438.0,432.0,DRY,,2018-08-30,365,25,2018-09-24,Acknowledged,11000
WD17110017,3800031958,Special K20 Tropical Blend Protein Water 12 ct. C,Inventory,1/204.8,204.8,Unknown,Unknown,Unknown,100.0,15.0,6.66666666666667,14.38,1438.0,432.0,DRY,,2018-08-31,365,25,2018-09-25,Acknowledged,12000
WD17110019,3800031409,SpK20 Tropical Blend Protein Water SS (12-16 fl. o,Damaged,12/17.1,17.1,Unknown,Unknown,Unknown,145.0,15.0,9.66666666666667,14.38,2085.1,432.0,DRY,2017-04-24,,365,Unknown,2018-04-24,Acknowledged,1000
WD17110031,3125685971002,Turkey in a Can Meals,CLOSE CODE,/12 Box,12,Box,PAPER,Box,500.0,50.0,10.0,5.6,2800.0,432.0,Refrigerated,,2018-10-06,100,30,2018-11-05,Acknowledged,2000
WD17110031,7085681091003,Chicken in a Bag Meals,CLOSE CODE,/12 Box,12,Box,PAPER,Box,750.0,75.0,10.0,8.3,6225.0,432.0,DRY,,2018-10-07,Unknown,Unknown,2018-10-07,Acknowledged,3000
WD17110031,7737854456872,Turkey in a bag Meals,CLOSE CODE,/12 Box,12,Box,PAPER,Box,500.0,25.0,20.0,12.5,6250.0,432.0,DRY,,2018-10-08,Unknown,Unknown,2018-10-08,Acknowledged,4000
WD17110031,3125685971142,Chicken fingers for kids,CLOSE CODE,/12 Box,12,Box,PAPER,Box,1500.0,50.0,30.0,5.6,8400.0,432.0,DRY,,2018-10-09,Unknown,Unknown,2018-10-09,Acknowledged,5000
WD17110022,7085681087587,Turkey fingers for kids,CLOSE CODE,/12,12,Unknown,PAPER,Unknown,150.0,75.0,2.0,8.3,1245.0,432.0,DRY,,2018-10-10,Unknown,Unknown,2018-10-10,Acknowledged,6000
WD17110031,7737854737001,Chicken in A Can Meals,CLOSE CODE,/12 Box,12,Box,PAPER,Box,250.0,25.0,10.0,12.5,3125.0,432.0,Refrigerated,,2018-10-05,100,30,2018-11-04,Acknowledged,1000
WD17110049,3800029559,Special K20 Lemon Protein Water 4 ct. - 16 fl. oz.,CLOSE CODE,6/68.3 CS,68.3,CS,Unknown,Each,250.0,25.0,10.0,28.04,7010.0,432.0,DRY,,2018-08-20,365,25,2018-09-14,Acknowledged,1000
WD17110049,3800029563,Special K20 Tropical Blend Protein Water 4 ct. -,CLOSE CODE,6/68.3 CS,68.3,CS,Unknown,Each,100.0,15.0,6.66666666666667,28.04,2804.0,432.0,DRY,,2018-08-21,365,25,2018-09-15,Acknowledged,2000
WD17110049,3800029566,Special K20 Strawberry Kiwi Protein Water 4 ct. -,Inventory,6/68.3 CS,68.3,CS,Unknown,Each,150.0,25.0,6.0,28.04,4206.0,432.0,DRY,,2018-08-22,365,25,2018-09-16,Acknowledged,3000
WD17110049,3800031365,Special K20 Lemon Twist Protein Water SS 12 ct. -,Inventory,12/17.1 CS,17.1,CS,Unknown,Each,200.0,50.0,4.0,14.38,2876.0,432.0,DRY,,2018-08-23,365,25,2018-09-17,Acknowledged,4000
WD17110049,3800031409,SpK20 Tropical Blend Protein Water SS (12-16 fl. o,Damaged,12/17.1 CS,17.1,CS,Unknown,Each,160.0,15.0,10.6666666666667,14.38,2300.8,432.0,DRY,,2018-08-24,365,25,2018-09-18,Acknowledged,5000
WD17110049,3800031956,Special K20 Strawberry Kiwi Protein Water 12 ct. C,CLOSE CODE,1/204.8 CS,204.8,CS,Unknown,Each,130.0,25.0,5.2,14.38,1869.4,432.0,DRY,,2018-08-25,365,25,2018-09-19,Acknowledged,6000
WD17110049,3800031368,Special K20 Strawberry Kiwi Protein Water SS 12 ct,Discontinued Item,12/17.1 CS,17.1,CS,Unknown,Each,125.0,35.0,3.57142857142857,14.38,1797.5,432.0,DRY,,2018-08-26,365,25,2018-09-20,Acknowledged,7000
WD17110031,7085681087587,Turkey fingers for kids,CLOSE CODE,/12 Box,12,Box,PAPER,Box,1500.0,75.0,20.0,8.3,12450.0,432.0,DRY,,2018-10-10,Unknown,Unknown,2018-10-10,Acknowledged,6000
WD17120021,3800029563,Special K20 Tropical Blend Protein Water 4 ct. -,Disaster Relief,6/68.3,68.3,Unknown,Unknown,Unknown,50.0,50.0,1.0,28.04,1402.0,432.0,DRY,2017-08-21,,365,Unknown,2018-08-21,Acknowledged,2000
WD17120021,3800029566,Special K20 Strawberry Kiwi Protein Water 4 ct. -,Disaster Relief,6/68.3,68.3,Unknown,Unknown,Unknown,50.0,50.0,1.0,28.04,1402.0,432.0,DRY,2017-08-22,,365,Unknown,2018-08-22,Acknowledged,3000
WD17120021,3800031365,Special K20 Lemon Twist Protein Water SS 12 ct. -,Disaster Relief,12/17.1,17.1,Unknown,Unknown,Unknown,50.0,100.0,0.5,14.38,719.0,432.0,DRY,2017-08-23,,365,Unknown,2018-08-23,Acknowledged,4000
WD17120021,3800031409,SpK20 Tropical Blend Protein Water SS (12-16 fl. o,Disaster Relief,12/17.1,17.1,Unknown,Unknown,Unknown,50.0,100.0,0.5,14.38,719.0,432.0,DRY,2017-08-24,,365,Unknown,2018-08-24,Acknowledged,5000
WD17120021,3800031956,Special K20 Strawberry Kiwi Protein Water 12 ct. C,Disaster Relief,1/204.8,204.8,Unknown,Unknown,Unknown,50.0,100.0,0.5,14.38,719.0,432.0,DRY,2017-08-25,,366,Unknown,2018-08-26,Acknowledged,6000
WD17120021,3800031368,Special K20 Strawberry Kiwi Protein Water SS 12 ct,Disaster Relief,12/17.1,17.1,Unknown,Unknown,Unknown,50.0,100.0,0.5,14.38,719.0,432.0,DRY,2017-08-26,,365,Unknown,2018-08-26,Acknowledged,7000
WD17110049,3800032736,Special K20 Protein Water Club Varitey Pack,CLOSE CODE,1/204.8 CS,204.8,CS,Unknown,Each,145.0,15.0,9.66666666666667,14.38,2085.1,432.0,DRY,,2018-08-27,365,25,2018-09-21,Acknowledged,8000
WD17110049,3800033974,Pink Lemonade SPK2O On The Go Powder 7ct,Labelling Error/Change,6/3.6 CS,3.6,CS,Unknown,Each,65.0,25.0,2.6,2.14,139.1,432.0,DRY,,2018-08-28,365,25,2018-09-22,Acknowledged,9000
WD17110049,3800033970,Iced Tea SPK2O On The Go Powder 7ct,CLOSE CODE,6/3.4 CS,3.4,CS,Unknown,Each,89.0,20.0,4.45,2.06,183.34,432.0,DRY,,2018-08-29,365,25,2018-09-23,Acknowledged,10000
WD17110049,3800035094,SPK2O Mixed Berry SS,Discontinued Item,12/17.1 CS,17.1,CS,Unknown,Each,100.0,15.0,6.66666666666667,14.38,1438.0,432.0,DRY,,2018-08-30,365,25,2018-09-24,Acknowledged,11000
WD17110049,3800031958,Special K20 Tropical Blend Protein Water 12 ct. C,Avoid Dumpster Cost,1/204.8 CS,204.8,CS,Unknown,Each,100.0,15.0,6.66666666666667,14.38,1438.0,432.0,DRY,,2018-08-31,365,25,2018-09-25,Acknowledged,12000
WD17110125,SS4569,Frozen Cod,Test Product,10/8 Ounce,8,Ounce,Unknown,Case,500.0,25.0,20.0,25.0,12500.0,432.0,FROZEN,,2017-12-01,Unknown,10,2017-12-11,Acknowledged,1000
WD17110125,SS5698,Frozen Salmon,Discontinued Item,15/8 Ounce,8,Ounce,Unknown,Case,100.0,30.0,3.33333333333333,30.0,3000.0,432.0,FROZEN,2018-01-01,,Unknown,100,2018-01-01,Acknowledged,2000
WD17120021,3800029559,Special K20 Lemon Protein Water 4 ct. - 16 fl. oz.,Disaster Relief,6/68.3,68.3,Unknown,Unknown,Unknown,100.0,50.0,2.0,28.04,2804.0,432.0,DRY,2017-08-20,,365,Unknown,2018-08-20,Acknowledged,1000
