ORGNAME,CITY,NEWGOALFACTOR,FOODBANKGOALFACTOR,ISFRO,FROGOALFACTORWITHFEC,INITIALSHARES,INITIALCREDIT,TEMPCOLUMN1,TEMPCOLUMN2,TEMPCOLUMN3,TEMPCOLUMN4,STATE,CURRENTSHARES,CURRENTCREDIT,CREDITSHARESBORROWED,CREDITSHARESPAID
FtWayneZD,ZD-Fort Wayne,0.44,0.44,0,,23197.00610627619,45750.0,0.0,0.0,0.0,0.0,IN,200000.0,45750.0,57038.0,57038.0
HillsideZD,ZD-HILLSIDE,2.0,2.0,0,,131992.15549789713,0.0,0.0,0.0,0.0,0.0,NJ,56915.894481177515,0.0,0.0,0.0
IndianapolisZD,ZD-INDIANAPOLIS,0.73,0.73,0,,61493.89665670136,30000.0,0.0,0.0,0.0,0.0,IN,151822.57253715358,34000.0,19285.0,19285.0
littlerock,Little Rock,0.6,0.6,0,,36476.73925242599,34000.0,0.0,0.0,0.0,0.0,AR,7492.063311206649,5700.836668875241,1274606.0,1191318.1341763218
Mineola,Mineola,0.22,0.22,0,0.11,8839.924839815345,57000.0,0.0,0.0,0.0,0.0,NY,5627.738701738463,34825.971513241835,76539.0,61364.971513241835
NewarkZD,ZD-NEWARK,0.0,0.0,0,,22749.056098357385,45750.94390164261,0.0,0.0,0.0,0.0,DE,0.2516989523715503,0.0,134912.75735294117,97105.53585065724
OklahomaCityZD,ZD-OKLAHOMA CIT,2.85,2.85,0,,146995.6456365446,0.0,0.0,0.0,0.0,0.0,OK,151507.63085597334,0.0,0.0,0.0
Baltimore,Augusta,1.05,1.05,0,,63030.535291460794,11000.0,0.0,0.0,0.0,0.0,MD,143389.11735533495,11000.0,50183.0,50183.0
,FEC,0.0,3.0,2,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
National,Chicago,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,IL,999.0,0.0,0.0,0.0
jacksonvillefl,Jacksonville,0.66,0.66,0,,0.0,0.0,0.0,0.0,0.0,0.0,FL,708.4166233533947,0.0,0.0,0.0
Bayamon,Bayamon,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,PR,0.0,0.0,0.0,0.0
manchesterzd,Manchester,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,NH,0.0,0.0,0.0,0.0
IndianapolisMIX,Indianapolis,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,IN,0.0,0.0,0.0,0.0
Elpasoan,El Paso,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,TX,0.0,0.0,0.0,0.0
